#chr	pos	effect	mid	up	low	type
chr22	35887671.21427171	Effect_1	-0.04067371091902245	0.024746710846853127	-0.10609413268489803	mQTL_Effect_1
chr22	35887915.82265601	Effect_1	-0.040065429182637405	0.025899978479348815	-0.10603083684462362	mQTL_Effect_1
chr22	35888160.431040324	Effect_1	-0.039035986642003855	0.026483339182703812	-0.10455531246671151	mQTL_Effect_1
chr22	35888405.03942463	Effect_1	-0.037987454240575	0.026623020454479736	-0.10259792893562975	mQTL_Effect_1
chr22	35888649.64780894	Effect_1	-0.03686135944650782	0.026773604734347707	-0.10049632362736335	mQTL_Effect_1
chr22	35888894.25619324	Effect_1	-0.03563300889617728	0.028156808038385273	-0.09942282583073983	mQTL_Effect_1
chr22	35889138.864577554	Effect_1	-0.03439057914405258	0.029163115408229967	-0.09794427369633513	mQTL_Effect_1
chr22	35889383.47296186	Effect_1	-0.03315813471118992	0.031001193224569637	-0.09731746264694947	mQTL_Effect_1
chr22	35889628.08134617	Effect_1	-0.03190985770610111	0.032937782439332625	-0.09675749785153484	mQTL_Effect_1
chr22	35889872.68973047	Effect_1	-0.030622534747005308	0.03537532722653562	-0.09662039672054624	mQTL_Effect_1
chr22	35890117.298114784	Effect_1	-0.029286208812668527	0.03709028727294432	-0.09566270489828137	mQTL_Effect_1
chr22	35890361.90649909	Effect_1	-0.027913403256121173	0.03609442643484488	-0.09192123294708722	mQTL_Effect_1
chr22	35890606.5148834	Effect_1	-0.026551280893449818	0.03756167266707503	-0.09066423445397467	mQTL_Effect_1
chr22	35890851.1232677	Effect_1	-0.025276734813298465	0.03793669808781609	-0.08849016771441302	mQTL_Effect_1
chr22	35891095.731652014	Effect_1	-0.02417832747293066	0.03896399720570221	-0.08732065215156354	mQTL_Effect_1
chr22	35891340.34003632	Effect_1	-0.023337800817032517	0.040454046091720375	-0.08712964772578541	mQTL_Effect_1
chr22	35891584.94842063	Effect_1	-0.022820104811328748	0.04060788144328241	-0.0862480910659399	mQTL_Effect_1
chr22	35891829.55680493	Effect_1	-0.022684328080350098	0.04048592481984629	-0.08585458098054649	mQTL_Effect_1
chr22	35892074.165189244	Effect_1	-0.02301826552202355	0.03998070051511271	-0.0860172315591598	mQTL_Effect_1
chr22	35892318.773573555	Effect_1	-0.02396271264235749	0.03927596513546255	-0.08720139042017752	mQTL_Effect_1
chr22	35892563.38195786	Effect_1	-0.025565888054714717	0.03816794269731384	-0.08929971880674327	mQTL_Effect_1
chr22	35892807.99034217	Effect_1	-0.027780390059891164	0.0367006978275701	-0.09226147794735243	mQTL_Effect_1
chr22	35893052.598726474	Effect_1	-0.03064981588040197	0.034501315557420836	-0.09580094731822478	mQTL_Effect_1
chr22	35893297.207110785	Effect_1	-0.03370498143262045	0.03194146911613435	-0.09935143198137525	mQTL_Effect_1
chr22	35918536.58584086	Effect_1	-0.03866446026948938	0.02708121097276716	-0.10441013151174591	mQTL_Effect_1
chr22	35921436.79715432	Effect_1	-0.04271228143336972	0.022686527313179383	-0.10811109017991882	mQTL_Effect_1
chr22	35924337.008467786	Effect_1	-0.04650359997930771	0.018162877751085188	-0.11117007770970061	mQTL_Effect_1
chr22	35924664.782894194	Effect_1	-0.049495214375706656	0.014296861432000943	-0.11328729018341425	mQTL_Effect_1
chr22	35924820.52155119	Effect_1	-0.051946305696922865	0.011170227692526055	-0.11506283908637178	mQTL_Effect_1
chr22	35924976.2602082	Effect_1	-0.053775636856607544	0.008993756747439248	-0.11654503046065434	mQTL_Effect_1
chr22	35925131.9988652	Effect_1	-0.05503466582049654	0.007419910275961068	-0.11748924191695415	mQTL_Effect_1
chr22	35925287.73752221	Effect_1	-0.0557494296092349	0.006491758915898746	-0.11799061813436855	mQTL_Effect_1
chr22	35925443.47617921	Effect_1	-0.05593788192880114	0.006169044588856337	-0.11804480844645862	mQTL_Effect_1
chr22	35925599.21483621	Effect_1	-0.05563721034388402	0.005928090098971696	-0.11720251078673974	mQTL_Effect_1
chr22	35925754.953493215	Effect_1	-0.0549185065209684	0.0061812959369371145	-0.11601830897887391	mQTL_Effect_1
chr22	35925910.69215022	Effect_1	-0.05387684843893392	0.006290558343978583	-0.11404425522184643	mQTL_Effect_1
chr22	35926066.430807225	Effect_1	-0.052623422463536657	0.00654310593278426	-0.11178995085985757	mQTL_Effect_1
chr22	35926222.16946423	Effect_1	-0.051272968626669274	0.006910833876186184	-0.10945677112952473	mQTL_Effect_1
chr22	35926377.90812123	Effect_1	-0.049924172718832635	0.007385254884083613	-0.10723360032174889	mQTL_Effect_1
chr22	35926533.64677823	Effect_1	-0.048650328253731515	0.008072706241129941	-0.10537336274859296	mQTL_Effect_1
chr22	35926689.38543524	Effect_1	-0.04749646389769334	0.00901932136363734	-0.10401224915902402	mQTL_Effect_1
chr22	35926845.12409224	Effect_1	-0.04647644941695736	0.009641264625671046	-0.10259416345958577	mQTL_Effect_1
chr22	35927000.86274925	Effect_1	-0.04557638671921727	0.010233258191864818	-0.10138603163029936	mQTL_Effect_1
chr22	35927156.60140625	Effect_1	-0.04476281518659599	0.01103422925989763	-0.10055985963308961	mQTL_Effect_1
chr22	35927312.34006325	Effect_1	-0.04398931372542558	0.011873188429238374	-0.09985181588008954	mQTL_Effect_1
chr22	35927468.07872026	Effect_1	-0.04320300150862905	0.012731530714231741	-0.09913753373148984	mQTL_Effect_1
chr22	35927623.81737726	Effect_1	-0.04235234589294385	0.013642000097329014	-0.09834669188321671	mQTL_Effect_1
chr22	35927779.55603427	Effect_1	-0.0413941060584348	0.014631947490331351	-0.09742015960720095	mQTL_Effect_1
chr22	35927935.29469127	Effect_1	-0.040298422880726284	0.015751137253154746	-0.09634798301460731	mQTL_Effect_1
chr22	35928091.03334827	Effect_1	-0.03905031569944423	0.017024711935739255	-0.09512534333462772	mQTL_Effect_1
chr22	35928246.772005275	Effect_1	-0.037646950284006	0.018467864541679882	-0.09376176510969188	mQTL_Effect_1
chr22	35928402.51066228	Effect_1	-0.036093267479280766	0.020039485206380492	-0.09222602016494202	mQTL_Effect_1
chr22	35928558.249319285	Effect_1	-0.03439735630882283	0.021740421814446242	-0.09053513443209191	mQTL_Effect_1
chr22	35928713.98797629	Effect_1	-0.0325647147902329	0.02359894886244019	-0.08872837844290599	mQTL_Effect_1
chr22	35928869.72663329	Effect_1	-0.030590405263234182	0.025650136535171206	-0.08683094706163957	mQTL_Effect_1
chr22	35929025.46529029	Effect_1	-0.028451660947512405	0.02773386593600362	-0.08463718783102843	mQTL_Effect_1
chr22	35929181.2039473	Effect_1	-0.026107015092487217	0.029901185524670408	-0.08211521570964483	mQTL_Effect_1
chr22	35929336.9426043	Effect_1	-0.023506412239152195	0.032257120212316207	-0.0792699446906206	mQTL_Effect_1
chr22	35929492.68126131	Effect_1	-0.020616361592330663	0.03457077916130572	-0.07580350234596706	mQTL_Effect_1
chr22	35929648.419918306	Effect_1	-0.01744443270703558	0.03744325495369616	-0.07233212036776732	mQTL_Effect_1
chr22	35929804.15857531	Effect_1	-0.014033221426716282	0.04062513778613536	-0.06869158063956793	mQTL_Effect_1
chr22	35929959.89723232	Effect_1	-0.010459545891241415	0.04399633687413776	-0.06491542865662059	mQTL_Effect_1
chr22	35930115.63588932	Effect_1	-0.006792839436625722	0.04755419237345937	-0.06113987124671082	mQTL_Effect_1
chr22	35930271.37454633	Effect_1	-0.002994736574513792	0.0513061146360637	-0.05729558778509129	mQTL_Effect_1
chr22	35930427.113203324	Effect_1	8.435279062373995e-4	0.055147109113717875	-0.05346005330124307	mQTL_Effect_1
chr22	35930582.85186033	Effect_1	0.004515831923750916	0.05879280673233451	-0.04976114288483268	mQTL_Effect_1
chr22	35931570.2770721	Effect_1	0.008381009990433865	0.06252303895112443	-0.045761018970256695	mQTL_Effect_1
chr22	35987255.16980393	Effect_1	0.010740725005728107	0.06471681536653857	-0.043235365355082364	mQTL_Effect_1
chr22	35993143.82027464	Effect_1	0.016644989180480445	0.07053014873821974	-0.03724017037725884	mQTL_Effect_1
chr22	35994030.31350702	Effect_1	0.017693545563332712	0.07156460193425004	-0.03617751080758462	mQTL_Effect_1
chr22	35994916.80673939	Effect_1	0.019107302715910584	0.07300011468554644	-0.03478550925372527	mQTL_Effect_1
chr22	35995803.29997177	Effect_1	0.01973081877697464	0.07368199357266694	-0.03422035601871767	mQTL_Effect_1
chr22	35996689.79320414	Effect_1	0.019301492073986598	0.07336276292678057	-0.034759778778807364	mQTL_Effect_1
chr22	35997576.28643652	Effect_1	0.018188007131839004	0.07238686561984997	-0.03601085135617196	mQTL_Effect_1
chr22	35998462.7796689	Effect_1	0.01671116967644089	0.07105090748291258	-0.03762856813003081	mQTL_Effect_1
chr22	36003617.680578485	Effect_1	0.014129755658027985	0.06859149520055867	-0.040331983884502695	mQTL_Effect_1
chr22	36042394.23179967	Effect_1	0.011773232704907929	0.06631472218273311	-0.04276825677291725	mQTL_Effect_1
chr22	36042771.53592526	Effect_1	0.00879182544854244	0.06335936445233407	-0.04577571355524919	mQTL_Effect_1
chr22	36043148.840050854	Effect_1	0.00531433472276437	0.05985689657448075	-0.049228227128952	mQTL_Effect_1
chr22	36043526.144176446	Effect_1	0.0013541827768399632	0.055883333053931804	-0.05317496750025188	mQTL_Effect_1
chr22	36043903.44830204	Effect_1	-0.003152023365260739	0.051455278633478235	-0.05775932536399972	mQTL_Effect_1
chr22	36044280.75242763	Effect_1	-0.008184134478645817	0.04665070561306811	-0.06301897457035974	mQTL_Effect_1
chr22	36044658.05655322	Effect_1	-0.013633790498983597	0.04163037936923415	-0.06889796036720135	mQTL_Effect_1
chr22	36045035.360678814	Effect_1	-0.01936671893610733	0.03694614967513415	-0.0756795875473488	mQTL_Effect_1
chr22	36045412.664804414	Effect_1	-0.02520296134054558	0.032605124527206604	-0.08301104720829777	mQTL_Effect_1
chr22	36045789.968930006	Effect_1	-0.030905241641855874	0.026999458162320494	-0.08880994144603224	mQTL_Effect_1
chr22	36046167.2730556	Effect_1	-0.036196202868058636	0.0204011986939355	-0.09279360443005277	mQTL_Effect_1
chr22	36046544.57718119	Effect_1	-0.04074498329535192	0.01575772446704163	-0.09724769105774547	mQTL_Effect_1
chr22	36046921.88130678	Effect_1	-0.04418390782288503	0.01272066962034403	-0.1010884852661141	mQTL_Effect_1
chr22	36047299.185432374	Effect_1	-0.04616224386733843	0.01114574989480483	-0.10347023762948168	mQTL_Effect_1
chr22	36047676.48955797	Effect_1	-0.0463742440032551	0.011117354964833542	-0.10386584297134374	mQTL_Effect_1
chr22	36048053.79368356	Effect_1	-0.04456568090075508	0.013080658843691334	-0.10221202064520149	mQTL_Effect_1
chr22	36048431.09780915	Effect_1	-0.040632553383949874	0.0170574897018632	-0.09832259646976295	mQTL_Effect_1
chr22	36049576.26479933	Effect_1	-0.03464647303195595	0.02266146746057788	-0.09195441352448977	mQTL_Effect_1
chr22	36051325.71402814	Effect_1	-0.0273521774813548	0.029683533384991183	-0.08438788834770078	mQTL_Effect_1
chr22	36053075.16325696	Effect_1	-0.020030988146652266	0.036858094090096306	-0.07692007038340085	mQTL_Effect_1
chr22	36054892.63933969	Effect_1	-0.014232905373519622	0.04252297673078911	-0.07098878747782836	mQTL_Effect_1
chr22	36064600.20221167	Effect_1	-0.011728349439699276	0.04508195209384029	-0.06853865097323884	mQTL_Effect_1
chr22	36079048.8724205	Effect_1	-0.012726006887672371	0.044233042518801544	-0.06968505629414629	mQTL_Effect_1
chr22	36105225.093928844	Effect_1	-0.01845472531951873	0.038630193176823445	-0.0755396438158609	mQTL_Effect_1
chr22	36106412.02125271	Effect_1	-0.02399749280152142	0.033261143805521996	-0.08125612940856483	mQTL_Effect_1
chr22	36107598.94857657	Effect_1	-0.028221405231547723	0.028796417777516993	-0.08523922824061245	mQTL_Effect_1
chr22	36108785.87590043	Effect_1	-0.026405371197825593	0.03020903040821301	-0.08301977280386419	mQTL_Effect_1
chr22	36109972.803224295	Effect_1	-0.015065384400436036	0.041460024106932475	-0.07159079290780455	mQTL_Effect_1
chr22	36111372.50824128	Effect_1	2.335857903265583e-4	0.05624169793296296	-0.055774526352309846	mQTL_Effect_1
chr22	36113042.10040977	Effect_1	0.0057828030900283255	0.06170788888254381	-0.050142282702487155	mQTL_Effect_1
chr22	36114711.69257826	Effect_1	-0.0022140514010028593	0.05344278608541906	-0.057870888887424775	mQTL_Effect_1
chr22	36116381.28474675	Effect_1	-0.007338579419555854	0.048185792599617853	-0.06286295143872957	mQTL_Effect_1
chr22	36117791.40754613	Effect_1	0.002733654025751469	0.05818033992782344	-0.052713031876320496	mQTL_Effect_1
chr22	36119103.114995964	Effect_1	0.013123946833857631	0.06845702949551714	-0.042209135827801884	mQTL_Effect_1
chr22	36120414.822445795	Effect_1	0.01566140255186009	0.07075882669790727	-0.03943602159418709	mQTL_Effect_1
chr22	36121726.52989563	Effect_1	0.019454827091168587	0.07444413190531576	-0.03553447772297859	mQTL_Effect_1
chr22	36123038.237345465	Effect_1	0.03623582892842559	0.09127782478449302	-0.018806166927641838	mQTL_Effect_1
chr22	36125161.27198379	Effect_1	0.2516180700384265	0.3069914982993429	0.1962446417775101	mQTL_Effect_1
chr22	36127288.09361366	Effect_1	0.44594841550172676	0.5014886316983835	0.39040819930507	mQTL_Effect_1
chr22	36135534.16705369	Effect_1	0.3800687763490347	0.43583677955172156	0.3243007731463478	mQTL_Effect_1
chr22	36137640.73794348	Effect_1	0.2241290769398332	0.2798060542144166	0.16845209966524974	mQTL_Effect_1
chr22	36139747.308833264	Effect_1	0.08929368344358377	0.14473209933091885	0.033855267556248674	mQTL_Effect_1
chr22	36141846.183935225	Effect_1	-0.015930898671253448	0.0392687166118884	-0.07113051395439529	mQTL_Effect_1
chr22	36143870.78647627	Effect_1	-0.009697098710739382	0.045555013824895185	-0.06494921124637394	mQTL_Effect_1
chr22	36145895.38901732	Effect_1	-0.01706798346861916	0.03844828418829067	-0.07258425112552899	mQTL_Effect_1
chr22	36147902.71087698	Effect_1	-0.013983754858949952	0.04185453818704861	-0.06982204790494852	mQTL_Effect_1
chr22	36149343.90792995	Effect_1	-0.009745372617571855	0.04591344584150481	-0.06540419107664852	mQTL_Effect_1
chr22	36150785.10498293	Effect_1	-0.007306831253481175	0.04811334448034391	-0.06272700698730627	mQTL_Effect_1
chr22	36152226.3020359	Effect_1	-0.008249654569783379	0.047057935110900506	-0.06355724425046727	mQTL_Effect_1
chr22	36153667.49908887	Effect_1	-0.01487999501268689	0.04051287379599745	-0.07027286382137123	mQTL_Effect_1
chr22	36198714.33745444	Effect_1	-0.026324862627454877	0.029214286347448305	-0.08186401160235807	mQTL_Effect_1
chr22	36202054.95650112	Effect_1	-0.03854197746709426	0.016967691291685176	-0.0940516462258737	mQTL_Effect_1
chr22	36241289.94460599	Effect_1	-0.0476253506463206	0.00930251730164302	-0.10455321859428421	mQTL_Effect_1
chr22	36272144.72596633	Effect_1	-0.05078661931148594	0.006867191389991728	-0.1084404300129636	mQTL_Effect_1
chr22	36273704.90729612	Effect_1	-0.0479808547229149	0.01225086961356825	-0.10821257905939805	mQTL_Effect_1
chr22	36275265.08862591	Effect_1	-0.04230000528998043	0.02397656992094349	-0.10857658050090435	mQTL_Effect_1
chr22	36276825.2699557	Effect_1	-0.03546845064854773	0.0233594359129162	-0.09429633721001165	mQTL_Effect_1
chr22	36280291.074458815	Effect_1	-0.028667909681423	0.02743575340994172	-0.08477157277278771	mQTL_Effect_1
chr22	36294006.52731802	Effect_1	-0.021871440328908108	0.034440218508212515	-0.07818309916602872	mQTL_Effect_1
chr22	36305454.90058456	Effect_1	-0.015475860079313685	0.041042837468856716	-0.0719945576274841	mQTL_Effect_1
chr22	36315455.457650974	Effect_1	-0.008922967804739952	0.046697780213176325	-0.06454371582265622	mQTL_Effect_1
chr22	36315965.8134724	Effect_1	-0.003664003775103092	0.051781520434552905	-0.05910952798475909	mQTL_Effect_1
chr22	36316476.16929382	Effect_1	5.421835611092785e-4	0.055957904020654294	-0.054873536898435736	mQTL_Effect_1
chr22	36316986.52511525	Effect_1	0.0035744128679238004	0.058941820920369724	-0.05179299518452212	mQTL_Effect_1
chr22	36317496.880936675	Effect_1	0.0054895744019357925	0.0610923711720442	-0.05011322236817261	mQTL_Effect_1
chr22	36318007.2367581	Effect_1	0.006649187729892376	0.06306212467393515	-0.04976374921415041	mQTL_Effect_1
chr22	36318517.59257953	Effect_1	0.007301121625737758	0.0652191537473952	-0.05061691049591968	mQTL_Effect_1
chr22	36319027.94840095	Effect_1	0.0075031565040085055	0.06507809492401666	-0.05007178191599965	mQTL_Effect_1
chr22	36319538.304222375	Effect_1	0.007300479024438118	0.06457177692791458	-0.049970818879038335	mQTL_Effect_1
chr22	36320048.660043806	Effect_1	0.006672544887062558	0.06522803621182424	-0.051882946437699126	mQTL_Effect_1
chr22	36320559.01586523	Effect_1	0.005510342212926088	0.06586553616418075	-0.05484485173832858	mQTL_Effect_1
chr22	36321069.37168665	Effect_1	0.00378334308046464	0.06295449024417567	-0.055387804083246395	mQTL_Effect_1
chr22	36321989.92006343	Effect_1	0.0015267521973074641	0.06250589191186891	-0.05945238751725398	mQTL_Effect_1
chr22	36377652.32304222	Effect_1	-0.0016903327703448948	0.06113137441074235	-0.06451203995143215	mQTL_Effect_1
chr22	36379128.94590587	Effect_1	-0.004784739220338525	0.05688710835659436	-0.0664565867972714	mQTL_Effect_1
chr22	36380605.56876952	Effect_1	-0.007770819166798158	0.0547344738597986	-0.07027611219339491	mQTL_Effect_1
chr22	36382082.19163317	Effect_1	-0.010328624718015532	0.05379155977565177	-0.07444880921168283	mQTL_Effect_1
