X1	X2	X3	X4	X5	X6	X7	X8	X9
chr15	ensembl_havana	exon	32910474	32910535	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""11""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00003560196""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32908490	32908578	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""12""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00001385174""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32901911	32902040	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""13""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00001387686""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32899979	32900125	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""14""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00001107820""; exon_version ""3""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32898834	32898893	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""15""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00001107854""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32888172	32888292	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""16""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00001387740""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32857015	32857107	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""17""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00003534239""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32804281	32804332	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""18""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00003481971""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32798804	32798953	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""19""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00003616245""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32776835	32776919	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""20""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00003653855""; exon_version ""1""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	32765544	32774354	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000616417""; transcript_version ""5""; exon_number ""21""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-211""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS61581""; exon_id ""ENSE00003726320""; exon_version ""2""; tag ""basic""; transcript_support_level ""5 (assigned to previous version 4)"";"
chr15	ensembl_havana	exon	33066511	33067884	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""1""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001391741""; exon_version ""4""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	33064957	33065074	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""2""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001385570""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	33008014	33008075	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""3""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001371478""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32968714	32969477	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""4""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001382099""; exon_version ""2""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32964107	32964257	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""5""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001376948""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32926174	32926261	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""6""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00003548205""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32910474	32910535	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""7""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00003560196""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32908490	32908578	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""8""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001385174""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32901911	32902040	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""9""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001387686""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32899979	32900125	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""10""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001107820""; exon_version ""3""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32898834	32898893	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""11""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001107854""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32888172	32888292	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""12""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001387740""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32857015	32857107	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""13""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00003534239""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32804281	32804332	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""14""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00003481971""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32798804	32798953	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""15""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00003616245""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32776835	32776919	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""16""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00003653855""; exon_version ""1""; tag ""basic""; transcript_support_level ""1"";"
chr15	ensembl_havana	exon	32765546	32774354	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000334528""; transcript_version ""13""; exon_number ""17""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-202""; transcript_source ""ensembl_havana""; transcript_type ""protein_coding""; tag ""CCDS""; ccds_id ""CCDS45209""; exon_id ""ENSE00001387945""; exon_version ""7""; tag ""basic""; transcript_support_level ""1"";"
chr15	havana	exon	33153048	33155040	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""1""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00002550141""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	33008014	33008075	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""2""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001371478""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32968714	32969477	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""3""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001382099""; exon_version ""2""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32964107	32964257	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""4""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001376948""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32926174	32926261	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""5""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00003548205""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32910474	32910535	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""6""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00003560196""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32908490	32908578	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""7""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001385174""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32901911	32902040	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""8""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001387686""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32899979	32900125	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""9""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001107820""; exon_version ""3""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32898834	32898893	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""10""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001107854""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32888172	32888292	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""11""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001387740""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32857015	32857107	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""12""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00003534239""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32804281	32804332	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""13""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00003481971""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32798804	32798953	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""14""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00003616245""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32776835	32776919	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""15""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00003653855""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	32774151	32774354	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000561249""; transcript_version ""5""; exon_number ""16""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-210""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00002555056""; exon_version ""1""; tag ""basic""; transcript_support_level ""5"";"
chr15	havana	exon	33119249	33119381	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000672206""; transcript_version ""1""; exon_number ""1""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-212""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00003891492""; exon_version ""1""; tag ""basic"";"
chr15	havana	exon	33088799	33088974	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000672206""; transcript_version ""1""; exon_number ""2""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-212""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00002562450""; exon_version ""1""; tag ""basic"";"
chr15	havana	exon	33064957	33065074	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000672206""; transcript_version ""1""; exon_number ""3""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-212""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001385570""; exon_version ""1""; tag ""basic"";"
chr15	havana	exon	33008014	33008075	.	-	.	"gene_id ""ENSG00000248905""; gene_version ""10""; transcript_id ""ENST00000672206""; transcript_version ""1""; exon_number ""4""; gene_name ""FMN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding""; transcript_name ""FMN1-212""; transcript_source ""havana""; transcript_type ""protein_coding""; exon_id ""ENSE00001371478""; exon_version ""1""; tag ""basic"";"
