X	peak	count
0	32720407	0.7691554766346694
0	32731036	0.772835
0	32731385	0.908703428756653
0	32733071	0.9803466004814566
0	32774693	0.9795369536422907
0	32788234	0.9281488463922867
0	32819087	0.8776377825289529
0	32832827	0.9954552287801604
0	32839441	0.8303978602509872
0	32851206	0.9733121226569328
0	32856712	0.9682744602488609
0	32862061	0.4076229396183819
0	32873362	0.847239
0	32879138	0.8975512729349248
0	32885666	0.9923874857692352
0	32887313	0.7089565946990142
0	32899497	0.9968195566936602
0	32903046	0.9709541645043428
0	32918906	0.9652796130549082
0	32943601	0.9170020583775579
0	32953080	0.779547550985298
0	32959078	0.9100668517344731
0	32967374	0.9801939452650567
0	32974725	0.9718853564454818
0	33008271	0.6731533220137391
0	33015121	0.5908745027671977
0	33018830	0.9714020192259808
0	33019705	0.900248
0	33028727	0.8073077016628345
0	33067587	0.7056865266750456
0	33067994	0.709287
0	33068013	0.803135842062985
0	33068061	0.811993797173216
0	33068070	0.7823066037829338
0	33068152	0.6987373637337627
0	33068284	0.7344504572614496
0	33068700	0.7705135318054903
0	33083564	0.9846376890363725
0	33092550	0.894132
0	33098627	0.961086132048598
0	33105491	0.8735732790690892
0	33113910	0.41578522694150466
0	33126694	0.3773259633529802
0	33132551	0.7883282096747393
0	33180150	0.8210084922478263
0	33192188	0.8918431469718782
0	33194526	0.040206015119147676
0	33194736	0.029026
0	33194857	0.003306
0	33194919	0.002939
0	33195088	0.0014176724720303194
0	33195430	0.4308022038027228
0	33197549	0.604689
0	33242781	0.5362656550406045
0	33279029	0.6145035891780793
0	33294038	0.624379280495376
0	33305145	0.6329216085540486
0	33308053	0.9936247307986993
0	33310557	0.05529693021162174
0	33310616	0.02430146578495196
0	33310620	0.005062449776336767
0	33310623	0.016782673684775214
0	33310825	0.012344457943849349
0	33310869	0.001724659165616967
0	33311111	0.001099
0	33311409	0.02062397240576536
0	33311682	0.022224344752540426
0	33311932	0.15879753522593099
0	33314642	0.6166915073109906
0	33400611	0.9364614359478082
0	33507179	0.5505268446763224
0	33508119	0.9653847032126794
0	33581046	0.6946717867124993
0	33600457	0.9524775319615921
0	33723031	0.9896051328239984
0	33738828	0.9541255993121406
0	33835018	0.9683223747937585
0	33851639	0.9916816302193192
0	33852631	0.9899073739883855
0	33860770	0.9820643243602387
0	33866093	0.962806863912333
0	33866566	0.6448123746188794
0	33968232	0.7691544030732697
0	33968354	0.6916829917752937
0	33968518	0.6740164653792253
0	33968755	0.8398505683767397
0	33968774	0.9513458625684796
0	33968971	0.8955351246259908
0	34038387	0.005804677848876482
0	34038693	0.008395161223393935
0	34038997	0.01747
0	34039189	0.012646
0	34039313	3.8e-5
0	34039356	0.003847741796252545
0	34039687	0.1717111079421776
0	34040232	0.8372235636312864
0	34041333	0.955313
0	34056320	0.9713209952064469
0	34057051	0.9759785554729511
0	34063099	0.9761658277677246
0	34064335	0.8639305505755618
0	34097766	0.9437217142482165
0	34101511	0.010237716449614158
0	34101514	0.00370325191941036
0	34101758	0.008400513964020027
0	34101834	0.014637922172387114
0	34101913	0.012869
0	34101937	0.0017347792744286889
0	34102017	0.009595889463781714
0	34102059	0.0014365320179317437
0	34102062	0.004709900646992751
0	34102175	7.410498905623029e-4
0	34103339	0.9719631991957662
0	34103345	0.975966008187507
0	34104127	0.6689524762560934
0	34123385	0.980120009382551
0	34199692	0.9462954233459263
0	34206048	0.7918011808032809
0	34207997	0.9661577459034759
0	34209518	0.0029711783814898463
0	34209703	0.033288
0	34210217	0.010721716713392183
0	34210234	0.02189856882095742
0	34210281	0.099521
0	34210293	0.115028
0	34210297	0.24323277670367685
0	34210324	0.012440534576557322
0	34210379	0.14390656005178282
0	34210590	0.8851666686261591
0	34210792	0.7473739893929441
0	34211290	0.9134743356176234
0	34213870	0.8313812424932574
0	34224287	0.5487135994719617
0	34224439	0.3891651984706178
0	34224873	8.257767007988844e-4
0	34225038	0.006052
0	34225089	0.022254
0	34225119	0.004550626604568553
0	34225633	0.2858585320850514
0	34229960	0.9928706508140926
0	34239179	0.9800621217757078
1	32713829	0.7497556552366963
1	32717208	0.35631833184475736
1	32717330	0.02681755347343695
1	32717942	0.039473
1	32718198	0.012752
1	32718335	0.07777106133556133
1	32718965	0.032688
1	32718984	0.0031462632806032653
1	32719240	0.039551882921780024
1	32720407	0.8763761895006393
1	32731036	0.690144
1	32731385	0.9367296040909803
1	32733071	0.9931210678427181
1	32774693	0.9896062927508826
1	32788234	0.9569721555081547
1	32819087	0.9167663860736296
1	32832827	0.93231382238728
1	32839441	0.8267919903011158
1	32851206	0.9612765543701518
1	32856712	0.9697195830559743
1	32862061	0.2604423645211831
1	32873362	0.860344
1	32879138	0.8272213869623446
1	32885666	0.9415151047393371
1	32887313	0.7215289673561777
1	32899497	0.9834518633320656
1	32903046	0.9661690974481403
1	32918906	0.9503967274330762
1	32943601	0.8826954575314241
1	32953080	0.7678722162788498
1	32959078	0.8614982386990362
1	32967374	0.9717524899261535
1	32974725	0.9641554243952377
1	33008271	0.745176204195687
1	33015121	0.5417439783522184
1	33018830	0.9967852568580338
1	33019705	0.914651
1	33028727	0.7126496996121254
1	33067587	0.6824456810572823
1	33067994	0.676417
1	33068013	0.7775646466374909
1	33068061	0.6963466667032281
1	33068070	0.7091256049428561
1	33068152	0.6588838555427585
1	33068284	0.6274407877665487
1	33068700	0.7711506071365166
1	33083564	0.9709666396398783
1	33092550	0.741777
1	33098627	0.9738122635136995
1	33105491	0.8451776555178813
1	33113910	0.3827034111564084
1	33126694	0.23298320854738433
1	33132551	0.6456053195528721
1	33180150	0.86006847651914
1	33192188	0.8147279331514357
1	33194526	0.03555055427018883
1	33194736	0.02358
1	33194857	4.9e-5
1	33194919	0.008005
1	33195088	0.04107319788112829
1	33195430	0.3631407076802519
1	33197549	0.669014
1	33242781	0.5170086246327553
1	33279029	0.5544258050853559
1	33294038	0.515784785647345
1	33305145	0.5876648507225645
1	33308053	0.9902510822502147
1	33310557	0.03681356321045981
1	33310616	0.020777623202182016
1	33310620	0.005327662527315821
1	33310623	0.01068140517141779
1	33310825	0.012158754632354609
1	33310869	0.0013343860995942297
1	33311111	0.006131
1	33311409	0.011461163978997853
1	33311682	0.01754935878792162
1	33311932	0.08027508732968824
1	33314642	0.6295105498747616
1	33400611	0.8970000994392883
1	33507179	0.5059624832739997
1	33508119	0.9889147158393968
1	33581046	0.7893420493403015
1	33600457	0.9506494088575514
1	33723031	0.9777209122786897
1	33738828	0.9789006119353421
1	33835018	0.9721887186703425
1	33851639	0.984504229099505
1	33852631	0.9806319815660975
1	33860770	0.9841088390877837
1	33866093	0.879675640685015
1	33866566	0.6958997197697417
1	33968232	0.7001258253293038
1	33968354	0.6095945009171578
1	33968518	0.6593272924217933
1	33968755	0.7972256316382884
1	33968774	0.8879956397531338
1	33968971	0.8701926435753112
1	34038387	0.004746563855475456
1	34038693	0.008873350166426746
1	34038997	4.9e-5
1	34039189	0.018003
1	34039313	4.9e-5
1	34039356	0.005387342649797246
1	34039687	0.10975859904596019
1	34040232	0.8347586438877873
1	34041333	0.95875
1	34056320	0.989101647205047
1	34057051	0.9692384220300851
1	34063099	0.9804443519465031
1	34064335	0.8107451913671752
1	34097766	0.9618399289608182
1	34101511	0.0026108665749794697
1	34101514	0.004403329469617136
1	34101758	0.010989228562151676
1	34101834	0.004364668584767663
1	34101913	0.01579
1	34101937	0.00106724942974818
1	34102017	0.008719210992754323
1	34102059	0.004319448064540549
1	34102062	0.005529862231852538
1	34102175	6.649198128755439e-8
1	34103339	0.9838054053992299
1	34103345	0.9817248151727344
1	34104127	0.9173923457841405
1	34123385	0.992582161882427
1	34199692	0.9587664236773314
1	34206048	0.8445201053173071
1	34207997	0.9804983600392496
1	34209518	0.006450664955923932
1	34209703	0.015742
1	34210217	0.010039577680207001
1	34210234	0.020779140835252674
1	34210281	0.059851
1	34210293	0.08333
1	34210297	0.1677552601147887
1	34210324	0.011668769640542207
1	34210379	0.10230401769891251
1	34210590	0.9307768659018714
1	34210792	0.8001658872504642
1	34211290	0.9198142833556503
1	34213870	0.695593175014314
1	34224287	0.5176322443069653
1	34224439	0.2825732578376603
1	34224873	0.0018054402376227903
1	34225038	4.9e-5
1	34225089	0.018919
1	34225119	0.0038770718974121964
1	34225633	0.3137191410036462
1	34229960	0.8183982800895162
1	34239179	0.9710690857101067
0	32713829	0.7203541047202987
0	32717208	0.2996166232705181
0	32717330	0.07296131361053138
0	32717942	0.02702
0	32718198	0.016259
0	32718335	0.19288560318122872
0	32718965	0.032693
0	32718984	0.001925322229545731
0	32719240	0.0769508124817696
0	32720407	0.8856136785781169
0	32731036	0.65292
0	32731385	0.9742284938596762
0	32733071	0.9905359158318984
0	32774693	0.983587311983876
0	32788234	0.9398399285432197
0	32819087	0.9693858764713641
0	32832827	0.9805540739335193
0	32839441	0.7983428744068697
0	32851206	0.9782677656015178
0	32856712	0.9711127044629465
0	32862061	0.42505882982742865
0	32873362	0.886785
0	32879138	0.9696845783466004
0	32885666	0.9856283427744019
0	32887313	0.8553165186742137
0	32899497	0.9792814814780156
0	32903046	0.9603995425113884
0	32918906	0.959474363794529
0	32943601	0.9560295611166912
0	32953080	0.942016606627739
0	32959078	0.8151916511343846
0	32967374	0.989980106306882
0	32974725	0.981581100918488
0	33008271	0.6838666854612373
0	33015121	0.6057783975155243
0	33018830	0.9826968149560988
0	33019705	0.898658
0	33028727	0.7891033308642991
0	33067587	0.7534265940533029
0	33067994	0.682308
0	33068013	0.7720599903492485
0	33068061	0.7516498017636811
0	33068070	0.7694736337942484
0	33068152	0.6907379180727703
0	33068284	0.7420546761266485
0	33068700	0.706172193701247
0	33083564	0.9644368229359386
0	33092550	0.648572
0	33098627	0.980163332799947
0	33105491	0.9233679988215343
0	33113910	0.47475869571592444
0	33126694	0.2488634292908809
0	33132551	0.8457504657870427
0	33180150	0.8767677353413654
0	33192188	0.8874027708772956
0	33194526	0.05557873367698685
0	33194736	0.026241
0	33194857	0.003762
0	33194919	0.002518
0	33195088	0.03194471764591322
0	33195430	0.4667402076675431
0	33197549	0.667077
0	33242781	0.534016787212782
0	33279029	0.5450264139488525
0	33294038	0.5451326413041163
0	33305145	0.7474376075818023
0	33308053	0.9870359027344853
0	33310557	0.09387296377275745
0	33310616	0.08889638096723984
0	33310620	0.016633319976442913
0	33310623	0.036389960388222065
0	33310825	0.031467936194406576
0	33310869	0.00533845244026854
0	33311111	0.010591
0	33311409	0.03907552203201459
0	33311682	0.0459906630574175
0	33311932	0.16947241350323716
0	33314642	0.7505271463459465
0	33400611	0.963794336209633
0	33507179	0.621393818739293
0	33508119	0.9934548943447167
0	33581046	0.8567634470711744
0	33600457	0.9503532341633324
0	33723031	0.9879062920600954
0	33738828	0.9640726513824645
0	33835018	0.9364115998652337
0	33851639	0.9927600058912482
0	33852631	0.9933113778640619
0	33860770	0.9987122594746892
0	33866093	0.9588228175145572
0	33866566	0.6790853362916823
0	33968232	0.7201282318175274
0	33968354	0.694527439198968
0	33968518	0.6371613128084918
0	33968755	0.8692311840310755
0	33968774	0.8005535215790424
0	33968971	0.8489999046754261
0	34038387	0.015442789206466667
0	34038693	0.00412304523373017
0	34038997	0.025074
0	34039189	0.018457
0	34039313	0.012323
0	34039356	0.024499470587909133
0	34039687	0.1245814042057578
0	34040232	0.9023797097867949
0	34041333	0.896216
0	34056320	0.9752394132659656
0	34057051	0.9755088801163587
0	34063099	0.9842720637234581
0	34064335	0.7730887184212762
0	34097766	0.86122164144419
0	34101511	0.015282600951526613
0	34101514	0.010308842189148572
0	34101758	0.007681539713031203
0	34101834	0.01552493136424099
0	34101913	0.011008
0	34101937	0.0028801928233046004
0	34102017	0.008245284647412528
0	34102059	0.003247408568768843
0	34102062	0.016124597816497034
0	34102175	0.004189390479189392
0	34103339	0.968314118421863
0	34103345	0.987581464730661
0	34104127	0.9713980867584353
0	34123385	0.9797411556720875
0	34199692	0.9804101611238286
0	34206048	0.8470900486460529
0	34207997	0.9771903259996196
0	34209518	0.020928122075966404
0	34209703	0.019656
0	34210217	0.022186395055793937
0	34210234	0.021010389055021853
0	34210281	0.062647
0	34210293	0.069423
0	34210297	0.2012579195751112
0	34210324	0.0214534220761024
0	34210379	0.12439494965068243
0	34210590	0.9268198287762622
0	34210792	0.7861088376285489
0	34211290	0.9063693856139633
0	34213870	0.8470263122328946
0	34224287	0.3017836613178982
0	34224439	0.22742898536403375
0	34224873	0.004024322641538044
0	34225038	0.018424
0	34225089	0.023316
0	34225119	0.025352017993314768
0	34225633	0.3637365730903937
0	34229960	0.9970950718823942
0	34239179	0.965956429331425
0	32713829	0.7301439928074897
0	32717208	0.33686024032309636
0	32717330	0.034726341145944306
0	32717942	0.015182
0	32718198	4.7e-5
0	32718335	0.14087945034721083
0	32718965	0.039644
0	32718984	0.00430260238511824
0	32719240	0.04492998039904528
0	32720407	0.8068551638547985
0	32731036	0.763034
0	32731385	0.9260627400259803
0	32733071	0.9273294327511257
0	32774693	0.9750333287483121
0	32788234	0.9203112411194072
0	32819087	0.9440830427748825
0	32832827	0.9725690075128832
0	32839441	0.7853343681530357
0	32851206	0.9816066456586534
0	32856712	0.9603543026174928
0	32862061	0.4468385916173021
0	32873362	0.886966
0	32879138	0.904113583675919
0	32885666	0.9915368303167612
0	32887313	0.8227001809666066
0	32899497	0.9811048279266031
0	32903046	0.9510764582685255
0	32918906	0.9454030509534191
0	32943601	0.962029500985077
0	32953080	0.8638303752349216
0	32959078	0.8597912372027334
0	32967374	0.9647419029517943
0	32974725	0.9832656603241776
0	33008271	0.7015985151611555
0	33015121	0.5359311161505309
0	33018830	0.9519917251638413
0	33019705	0.936702
0	33028727	0.858598101356589
0	33067587	0.6650072130147101
0	33067994	0.703194
0	33068013	0.8187681330964931
0	33068061	0.7503851151584011
0	33068070	0.7376933083743458
0	33068152	0.6592243442626807
0	33068284	0.7417346098441515
0	33068700	0.7321787058869074
0	33083564	0.9848831904950454
0	33092550	0.837515
0	33098627	0.9846559596577619
0	33105491	0.9044662240075991
0	33113910	0.4358018146107635
0	33126694	0.03143726288258675
0	33132551	0.8201722041103602
0	33180150	0.8532338577835785
0	33192188	0.8291894121008048
0	33194526	0.03349503504377882
0	33194736	0.024781
0	33194857	4.7e-5
0	33194919	0.003601
0	33195088	0.002448787498634663
0	33195430	0.44632261174548804
0	33197549	0.709305
0	33242781	0.5541829576119958
0	33279029	0.6216443511249606
0	33294038	0.5732060645841597
0	33305145	0.6870883390594492
0	33308053	0.9921062791594847
0	33310557	0.056339312571038525
0	33310616	0.027762221768969475
0	33310620	0.010856002751569218
0	33310623	0.03964769251708311
0	33310825	0.006799499757133266
0	33310869	0.0020844883464390634
0	33311111	0.004978
0	33311409	0.023889849438352373
0	33311682	0.00815942070979033
0	33311932	0.19215690932435625
0	33314642	0.6802832460330712
0	33400611	0.8741240114197908
0	33507179	0.5173417784207096
0	33508119	0.9919050729009535
0	33581046	0.8047079520192619
0	33600457	0.9262509590987176
0	33723031	0.9746074020318626
0	33738828	0.9686381425079038
0	33835018	0.9578346782383708
0	33851639	0.9936929502341173
0	33852631	0.9527926062482412
0	33860770	0.9698174306063618
0	33866093	0.8755096932139078
0	33866566	0.6529698461099995
0	33968232	0.6753798146726244
0	33968354	0.6689392608848236
0	33968518	0.6044774736287569
0	33968755	0.8078114032818082
0	33968774	0.8641548908775719
0	33968971	0.8082722154943718
0	34038387	0.004850614772331787
0	34038693	0.009423525898216581
0	34038997	0.013743
0	34039189	0.0148
0	34039313	0.029034
0	34039356	0.004817589827833671
0	34039687	0.14749511398661264
0	34040232	0.8330230235593143
0	34041333	0.950531
0	34056320	0.9779136101755956
0	34057051	0.907088310400214
0	34063099	0.9779173570743835
0	34064335	0.778965207806618
0	34097766	0.9975695636081271
0	34101511	0.0025055035729458974
0	34101514	0.007683784911863393
0	34101758	0.011413083170132258
0	34101834	0.005929946136937823
0	34101913	0.017506
0	34101937	0.010663194614275097
0	34102017	0.008214647555385354
0	34102059	0.005554585095104207
0	34102062	0.006769987308293008
0	34102175	0.003989916758353356
0	34103339	0.982356850323527
0	34103345	0.9907349603095517
0	34104127	0.9223946315452225
0	34123385	0.9631951207201301
0	34199692	0.9405255947324437
0	34206048	0.8895136249130795
0	34207997	0.9872417930249613
0	34209518	4.7990915944878186e-4
0	34209703	0.021066
0	34210217	0.004907499533477783
0	34210234	0.002999748753175902
0	34210281	0.078102
0	34210293	0.089681
0	34210297	0.18129650349425497
0	34210324	0.0057493362866584555
0	34210379	0.20832175770690797
0	34210590	0.9082241151494902
0	34210792	0.8020252893733523
0	34211290	0.849400246325069
0	34213870	0.8142378947250941
0	34224287	0.3960454032296684
0	34224439	0.28000293629313633
0	34224873	5.403948823385348e-4
0	34225038	0.012423
0	34225089	0.01799
0	34225119	0.005038180013778545
0	34225633	0.4261463925231066
0	34229960	0.9597180223074964
0	34239179	0.9782067691369293
0	32713829	0.5497570237658131
0	32717208	0.35273332268723956
0	32717330	0.013592307090606215
0	32717942	0.014923
0	32718198	4.6e-5
0	32718335	0.10218886883804701
0	32718965	0.02061
0	32718984	0.00261142853129154
0	32719240	0.06987036720958295
0	32720407	0.8763606831381279
0	32731036	0.7289
0	32731385	0.9461984989499271
0	32733071	0.980110763177147
0	32774693	0.9881500792581784
0	32788234	0.9287848772408482
0	32819087	0.9578988413309638
0	32832827	0.9862033561523402
0	32839441	0.8525250820509319
0	32851206	0.98765744776048
0	32856712	0.9703604612708868
0	32862061	0.33687314080304015
0	32873362	0.883966
0	32879138	0.8326418698424575
0	32885666	0.9367767794478074
0	32887313	0.7183793316595793
0	32899497	0.965807075830605
0	32903046	0.9956075657357603
0	32918906	0.9809354324566206
0	32943601	0.8650651159941142
0	32953080	0.8114423720318351
0	32959078	0.837119360133127
0	32967374	0.9679416275684857
0	32974725	0.9871482572590382
0	33008271	0.6234913872771899
0	33015121	0.5714592531972917
0	33018830	0.9959458099306293
0	33019705	0.935091
0	33028727	0.9020718146047708
0	33067587	0.6446437907907766
0	33067994	0.616896
0	33068013	0.7771365313561761
0	33068061	0.7103521087298434
0	33068070	0.6883496531547623
0	33068152	0.658082148449915
0	33068284	0.6832693558620356
0	33068700	0.6955056315893375
0	33083564	0.9887640191356233
0	33092550	0.809422
0	33098627	0.971744272168002
0	33105491	0.839773123771089
0	33113910	0.40416264976508076
0	33126694	0.18467967843017963
0	33132551	0.6394445803980349
0	33180150	0.8663543223754666
0	33192188	0.7630871251929995
0	33194526	0.03576161833695202
0	33194736	0.017725
0	33194857	4.6e-5
0	33194919	5.3e-5
0	33195088	0.006786849174792821
0	33195430	0.337226348030808
0	33197549	0.629654
0	33242781	0.5335389252241425
0	33279029	0.5984690099046942
0	33294038	0.5459494498504764
0	33305145	0.685041278788004
0	33308053	0.9861995105114059
0	33310557	0.040082345330567426
0	33310616	0.014580022199786824
0	33310620	0.009303134007154466
0	33310623	0.011448987454278373
0	33310825	0.00992872341497806
0	33310869	0.0038497198414591404
0	33311111	6.94e-4
0	33311409	0.009181740309964931
0	33311682	0.020144717607971208
0	33311932	0.15090364859617234
0	33314642	0.6201276771114147
0	33400611	0.9417299424631552
0	33507179	0.6112869002003871
0	33508119	0.98639041514985
0	33581046	0.7021317991822612
0	33600457	0.9489596652964523
0	33723031	0.982369933627375
0	33738828	0.9515814203074417
0	33835018	0.8882955553644014
0	33851639	0.989410837584918
0	33852631	0.9715671105927394
0	33860770	0.8765985093381582
0	33866093	0.9536771281005901
0	33866566	0.7031666963596207
0	33968232	0.6756801098947318
0	33968354	0.5973799542857434
0	33968518	0.6189432555409669
0	33968755	0.8328726318979324
0	33968774	0.8592489703102046
0	33968971	0.8301823701797678
0	34038387	0.005138207959600572
0	34038693	0.00690834589031852
0	34038997	0.011269
0	34039189	0.01437
0	34039313	0.029348
0	34039356	0.004501482410291819
0	34039687	0.16379571240969643
0	34040232	0.845628122250053
0	34041333	0.825017
0	34056320	0.960379671427489
0	34057051	0.9782649549825677
0	34063099	0.9745723989782242
0	34064335	0.8125585068715813
0	34097766	0.8749784655201299
0	34101511	0.002340192602625304
0	34101514	5.846552756660206e-4
0	34101758	0.0050732153230974054
0	34101834	0.010315091546168807
0	34101913	0.009147
0	34101937	0.002580005882829798
0	34102017	0.002466872169433128
0	34102059	0.002094628132775451
0	34102062	0.013682154624400922
0	34102175	0.0020960675829118664
0	34103339	0.9626379110104648
0	34103345	0.9877099436230748
0	34104127	0.969557049356433
0	34123385	0.9947640385633908
0	34199692	0.9868246194174838
0	34206048	0.8518975505429311
0	34207997	0.9842130034649579
0	34209518	0.004950059276450399
0	34209703	0.026436
0	34210217	0.0017639969894247716
0	34210234	0.005859388386729516
0	34210281	0.04504
0	34210293	0.052691
0	34210297	0.12993233147489214
0	34210324	0.004789470834873671
0	34210379	0.05247405931295046
0	34210590	0.9581051274955747
0	34210792	0.772115101934744
0	34211290	0.8970492078259129
0	34213870	0.8387217435897668
0	34224287	0.5240576658734292
0	34224439	0.3260108411917549
0	34224873	5.635459383450153e-4
0	34225038	4.6e-5
0	34225089	0.013925
0	34225119	0.0038232801822014853
0	34225633	0.2609206359012818
0	34229960	0.935937323603146
0	34239179	0.9754534222920884
0	32713829	0.6412718171361902
0	32717208	0.3653836656647558
0	32717330	0.04191549105885639
0	32717942	0.025213
0	32718198	0.002593
0	32718335	0.15282904571456535
0	32718965	0.027002
0	32718984	0.004930153537662297
0	32719240	0.047603222564619685
0	32720407	0.812557383889402
0	32731036	0.763817
0	32731385	0.9518470295165393
0	32733071	0.9598247197649273
0	32774693	0.9922122473131001
0	32788234	0.9657998825869399
0	32819087	0.8527878429372465
0	32832827	0.9891666160646648
0	32839441	0.8298779063581144
0	32851206	0.9683063501512928
0	32856712	0.9773102440879455
0	32862061	0.2927152265260413
0	32873362	0.840459
0	32879138	0.8447337575993723
0	32885666	0.9527133677970866
0	32887313	0.7268788718635528
0	32899497	0.9914526280194285
0	32903046	0.9827545944020362
0	32918906	0.9791945531528791
0	32943601	0.8535254275945044
0	32953080	0.8220212369465673
0	32959078	0.7654403790925117
0	32967374	0.9871708557171526
0	32974725	0.9679432199623392
0	33008271	0.6865599995480894
0	33015121	0.6021883082860849
0	33018830	0.9871180893467808
0	33019705	0.931308
0	33028727	0.8304725764183997
0	33067587	0.7125038434612627
0	33067994	0.736237
0	33068013	0.852785420655942
0	33068061	0.7983434371938694
0	33068070	0.7714561147125449
0	33068152	0.7233483968620636
0	33068284	0.774562690485725
0	33068700	0.7411303639193072
0	33083564	0.9833926019993737
0	33092550	0.866998
0	33098627	0.9770928133945667
0	33105491	0.8846190415613082
0	33113910	0.3897627158551422
0	33126694	0.170496601019942
0	33132551	0.6497292123112842
0	33180150	0.8443607262784603
0	33192188	0.7691513140511954
0	33194526	0.036434236596182945
0	33194736	0.026635
0	33194857	5.9e-5
0	33194919	0.003104
0	33195088	0.0023276445539842715
0	33195430	0.3457038412053397
0	33197549	0.686344
0	33242781	0.5637527596849665
0	33279029	0.5836675454309312
0	33294038	0.649813992156946
0	33305145	0.6730412475869839
0	33308053	0.997608328810124
0	33310557	0.027647561266226472
0	33310616	0.01142287144773817
0	33310620	0.004437385464446605
0	33310623	0.008856856965731527
0	33310825	0.0088816649185492
0	33310869	0.002174967569208737
